"Ring","DateTime","Sex","Year","Longitude","Latitude","WindSp","WindDir","LoD","ID","mean_BLUP_logit","boldCat","speed","behaviour","State_HMM"
"WAAL147","2016-01-17 04:16:24","F",2016,50.13322,-43.8207,9.206835,66.33114,"L","147_2016_1",2.385489,"bold",14.2224557915663,"travel","Travel"
"WAAL147","2016-01-17 04:31:24","F",2016,50.12125,-43.70591,9.603373,77.45419,"L","147_2016_1",2.385489,"bold",15.0450165164076,"search","Travel"
"WAAL147","2016-01-17 04:46:24","F",2016,50.10091,-43.58503,9.757358,78.51473,"L","147_2016_1",2.385489,"bold",16.1290876725315,"travel","Travel"
"WAAL147","2016-01-17 05:01:24","F",2016,50.07223,-43.45615,9.757358,71.17466,"L","147_2016_1",2.385489,"bold",15.1576770494593,"search","Travel"
"WAAL147","2016-01-17 05:16:24","F",2016,50.06675,-43.33353,9.847125,77.86195,"L","147_2016_1",2.385489,"bold",15.3160405549989,"search","Travel"
"WAAL147","2016-01-17 05:16:24","F",2016,50.06675,-43.33353,9.847125,77.86195,"L","147_2016_1",2.385489,"bold",15.3160405549989,"search","Travel"
"WAAL147","2016-01-17 05:31:24","F",2016,50.03535,-43.21169,10.32814,86.06712,"L","147_2016_1",2.385489,"bold",14.2273403019352,"travel","Travel"
"WAAL147","2016-01-17 05:31:24","F",2016,50.03535,-43.21169,10.32814,86.06712,"L","147_2016_1",2.385489,"bold",14.2273403019352,"travel","Travel"
"WAAL147","2016-01-17 05:46:24","F",2016,50.00386,-43.09885,10.32814,84.40074,"L","147_2016_1",2.385489,"bold",15.4476149602109,"travel","Travel"
"WAAL147","2016-01-17 05:46:24","F",2016,50.00386,-43.09885,10.32814,84.40074,"L","147_2016_1",2.385489,"bold",15.4476149602109,"travel","Travel"
"WAAL147","2016-01-17 06:01:24","F",2016,49.97461,-42.97566,10.35843,79.343,"L","147_2016_1",2.385489,"bold",15.7785415181243,"travel","Travel"
"WAAL147","2016-01-17 06:01:24","F",2016,49.97461,-42.97566,10.35843,79.343,"L","147_2016_1",2.385489,"bold",15.7785415181243,"search","Travel"
"WAAL147","2016-01-17 06:16:24","F",2016,49.95638,-42.84865,10.35843,75.26894,"L","147_2016_1",2.385489,"bold",16.2673404455403,"search","Travel"
"WAAL147","2016-01-17 06:16:24","F",2016,49.95638,-42.84865,10.35843,75.26894,"L","147_2016_1",2.385489,"bold",16.2673404455403,"search","Travel"
"WAAL147","2016-01-17 06:31:24","F",2016,49.95028,-42.71706,10.7876,81.99687,"L","147_2016_1",2.385489,"bold",16.1062493983358,"search","Travel"
"WAAL147","2016-01-17 06:31:24","F",2016,49.95028,-42.71706,10.7876,81.99687,"L","147_2016_1",2.385489,"bold",16.1062493983358,"search","Travel"
"WAAL147","2016-01-17 06:46:24","F",2016,49.94091,-42.58688,10.7876,79.34622,"L","147_2016_1",2.385489,"bold",17.0922994199657,"search","Travel"
"WAAL147","2016-01-17 06:46:24","F",2016,49.94091,-42.58688,10.7876,79.34622,"L","147_2016_1",2.385489,"bold",17.0922994199657,"search","Travel"
"WAAL147","2016-01-17 07:01:24","F",2016,49.93962,-42.44854,10.60237,80.38575,"L","147_2016_1",2.385489,"bold",16.1143255009651,"search","Travel"
"WAAL147","2016-01-17 07:01:24","F",2016,49.93962,-42.44854,10.60237,80.38575,"L","147_2016_1",2.385489,"bold",16.1143255009651,"search","Travel"
"WAAL147","2016-01-17 07:16:24","F",2016,49.93067,-42.31828,10.60237,79.61259,"L","147_2016_1",2.385489,"bold",18.063156359097,"search","Travel"
"WAAL147","2016-01-17 07:16:24","F",2016,49.93067,-42.31828,10.60237,79.61259,"L","147_2016_1",2.385489,"bold",18.063156359097,"search","Travel"
"WAAL147","2016-01-17 07:31:24","F",2016,49.92332,-42.17218,11.01156,82.31849,"L","147_2016_1",2.385489,"bold",16.5185862344641,"search","Travel"
"WAAL147","2016-01-17 07:31:24","F",2016,49.92332,-42.17218,11.01156,82.31849,"L","147_2016_1",2.385489,"bold",16.5185862344641,"search","Travel"
"WAAL147","2016-01-17 07:46:24","F",2016,49.92115,-42.03849,11.01156,81.03903,"L","147_2016_1",2.385489,"bold",18.7224943269943,"search","Travel"
"WAAL147","2016-01-17 07:46:24","F",2016,49.92115,-42.03849,11.01156,81.03903,"L","147_2016_1",2.385489,"bold",18.7224943269943,"search","Travel"
"WAAL147","2016-01-17 08:01:24","F",2016,49.92323,-41.88696,10.88353,76.60406,"L","147_2016_1",2.385489,"bold",17.6303984145362,"search","Travel"
"WAAL147","2016-01-17 08:16:24","F",2016,49.93823,-41.7447,10.88353,75.05258,"L","147_2016_1",2.385489,"bold",18.8731662014612,"search","Travel"
"WAAL147","2016-01-17 08:31:24","F",2016,49.95974,-41.59279,11.09707,90.65217,"L","147_2016_1",2.385489,"bold",14.6186529921106,"search","Travel"
"WAAL147","2016-01-17 08:46:24","F",2016,49.94103,-41.4753,10.87747,80.76706,"L","147_2016_1",2.385489,"bold",16.1387922473739,"search","Travel"
"WAAL147","2016-01-17 16:31:24","F",2016,49.80719,-37.98422,10.51545,98.34511,"L","147_2016_1",2.385489,"bold",14.5184652807271,"search","Travel"
"WAAL147","2016-01-17 16:46:24","F",2016,49.77754,-37.86906,10.51545,96.88079,"D","147_2016_1",2.385489,"bold",13.0183205990684,"travel","Travel"
"WAAL147","2016-01-17 17:01:24","F",2016,49.75432,-37.7653,10.51545,104.793,"D","147_2016_1",2.385489,"bold",11.7723156174332,"travel","Travel"
"WAAL147","2016-01-17 17:16:24","F",2016,49.71729,-37.67463,9.831647,121.1874,"D","147_2016_1",2.385489,"bold",10.2316593343491,"search","Travel"
"WAAL147","2016-01-17 17:31:24","F",2016,49.65437,-37.60848,10.27279,135.8085,"D","147_2016_1",2.385489,"bold",10.3622190561449,"travel","Travel"
"WAAL147","2016-01-17 17:46:24","F",2016,49.57967,-37.54907,10.51073,115.4243,"D","147_2016_1",2.385489,"bold",10.5153160204106,"search","Travel"
"WAAL147","2016-01-17 18:01:24","F",2016,49.53513,-37.47164,10.51073,106.1876,"D","147_2016_1",2.385489,"bold",12.3760582722793,"travel","Travel"
"WAAL147","2016-01-17 18:16:24","F",2016,49.5018,-37.37503,9.762493,111.2454,"D","147_2016_1",2.385489,"bold",10.8321230827936,"travel","Travel"
"WAAL147","2016-01-17 18:31:24","F",2016,49.45794,-37.29459,10.61167,119.7804,"D","147_2016_1",2.385489,"bold",11.0384047948356,"travel","Travel"
"WAAL147","2016-01-17 18:46:24","F",2016,49.41257,-37.21287,10.61167,125.1038,"D","147_2016_1",2.385489,"bold",10.9936735516203,"travel","Travel"
"WAAL147","2016-01-17 19:01:24","F",2016,49.35817,-37.13516,10.61167,132.8496,"D","147_2016_1",2.385489,"bold",9.84028992936704,"travel","Travel"
"WAAL147","2016-01-17 19:16:24","F",2016,49.29824,-37.07145,10.00796,139.3292,"D","147_2016_1",2.385489,"bold",7.52366754528429,"travel","Travel"
"WAAL147","2016-01-17 19:31:24","F",2016,49.24195,-37.03034,11.01317,131.312,"D","147_2016_1",2.385489,"bold",6.97170252005671,"travel","Travel"
"WAAL147","2016-01-17 19:46:24","F",2016,49.2012,-36.98424,11.01317,175.9985,"D","147_2016_1",2.385489,"bold",5.74440771588726,"search","Search"
"WAAL147","2016-01-17 20:01:24","F",2016,49.14303,-36.98263,11.01317,110.5126,"D","147_2016_1",2.385489,"bold",9.70870008893463,"search","Search"
"WAAL147","2016-01-19 09:01:24","F",2016,45.51027,-33.76154,5.296919,49.21446,"L","147_2016_1",2.385489,"bold",0.778348051382535,"rest","Rest"
"WAAL147","2016-01-19 09:16:24","F",2016,45.50459,-33.75737,5.296919,46.50417,"L","147_2016_1",2.385489,"bold",0.73512008025863,"rest","Rest"
"WAAL147","2016-01-19 09:31:24","F",2016,45.49945,-33.75323,4.192731,59.338,"L","147_2016_1",2.385489,"bold",0.665148679059725,"rest","Rest"
"WAAL147","2016-01-19 09:46:24","F",2016,45.49366,-33.75082,4.192731,66.29201,"L","147_2016_1",2.385489,"bold",0.562359304986063,"rest","Rest"
"WAAL147","2016-01-19 10:01:24","F",2016,45.4885,-33.7493,4.192731,65.19075,"L","147_2016_1",2.385489,"bold",0.449376991699124,"rest","Rest"
"WAAL147","2016-01-19 10:16:24","F",2016,45.48441,-33.74801,4.192731,61.39521,"L","147_2016_1",2.385489,"bold",0.572324142604234,"rest","Rest"
"WAAL147","2016-01-19 10:31:24","F",2016,45.47934,-33.74609,4.109173,51.84332,"L","147_2016_1",2.385489,"bold",0.494599065062944,"rest","Rest"
"WAAL147","2016-01-19 10:46:24","F",2016,45.47546,-33.74372,4.109173,36.40529,"L","147_2016_1",2.385489,"bold",0.50062680525494,"rest","Rest"
"WAAL147","2016-01-19 11:01:24","F",2016,45.47244,-33.74054,4.109173,56.40537,"L","147_2016_1",2.385489,"bold",0.477072204942372,"rest","Rest"
"WAAL147","2016-01-19 11:16:24","F",2016,45.46849,-33.73851,4.109173,45.77579,"L","147_2016_1",2.385489,"bold",0.529836343858511,"rest","Rest"
"WAAL147","2016-01-19 11:31:24","F",2016,45.46468,-33.73562,4.05353,55.51406,"L","147_2016_1",2.385489,"bold",0.389538066044743,"rest","Rest"
"WAAL147","2016-01-19 11:46:24","F",2016,45.46161,-33.73377,4.05353,31.90701,"L","147_2016_1",2.385489,"bold",0.407671895850229,"rest","Rest"
"WAAL147","2016-01-19 12:01:24","F",2016,45.45959,-33.73093,4.05353,21.55997,"L","147_2016_1",2.385489,"bold",0.462337039177799,"rest","Rest"
"WAAL147","2016-01-19 12:16:24","F",2016,45.45803,-33.72742,4.05353,66.42332,"L","147_2016_1",2.385489,"bold",0.478112750620392,"rest","Search"
"WAAL147","2016-01-19 12:31:24","F",2016,45.45381,-33.72579,3.696699,64.96626,"L","147_2016_1",2.385489,"bold",0.303419013528657,NA,"Rest"
"WAAL147","2016-01-20 09:31:24","F",2016,45.32523,-33.83634,3.438715,133.602,"L","147_2016_1",2.385489,"bold",0.38432994463544,NA,"Rest"
"WAAL147","2016-01-20 09:46:24","F",2016,45.32176,-33.83517,3.438715,127.0472,"L","147_2016_1",2.385489,"bold",0.346552895959789,NA,"Rest"
"WAAL147","2016-01-20 10:01:24","F",2016,45.3188,-33.83382,3.438715,67.44683,"L","147_2016_1",2.385489,"bold",3.81434336434537,"search","Search"
"WAAL147","2016-01-20 10:16:24","F",2016,45.34589,-33.85496,3.438715,123.373,"L","147_2016_1",2.385489,"bold",0.361229362651151,"rest","Search"
"WAAL147","2016-01-20 10:31:24","F",2016,45.34292,-33.85339,3.06446,107.9023,"L","147_2016_1",2.385489,"bold",0.400016305942933,"rest","Rest"
"WAAL147","2016-01-20 10:46:24","F",2016,45.34029,-33.851,3.06446,121.1214,"L","147_2016_1",2.385489,"bold",0.455754050115273,"rest","Rest"
"WAAL147","2016-01-20 11:01:24","F",2016,45.33663,-33.84891,3.06446,118.5181,"L","147_2016_1",2.385489,"bold",0.470947364606484,"rest","Rest"
"WAAL147","2016-01-20 11:16:24","F",2016,45.33297,-33.84661,3.06446,113.7038,"L","147_2016_1",2.385489,"bold",0.419483656126055,"rest","Rest"
"WAAL147","2016-01-20 11:31:24","F",2016,45.32993,-33.84434,2.786949,109.0356,"L","147_2016_1",2.385489,"bold",0.465565600177068,NA,"Rest"
"WAAL147","2016-01-20 11:46:24","F",2016,45.32699,-33.84147,2.786949,103.8009,"L","147_2016_1",2.385489,"bold",0.326320338921788,"rest","Rest"
"WAAL147","2016-01-20 12:01:24","F",2016,45.32516,-33.83931,2.786949,109.2486,"L","147_2016_1",2.385489,"bold",0.424487796981436,"rest","Rest"
"WAAL147","2016-01-20 12:16:24","F",2016,45.32247,-33.8367,2.786949,73.19977,"L","147_2016_1",2.385489,"bold",5.48882369710362,"rest","Search"
"WAAL147","2016-01-20 12:31:24","F",2016,45.35551,-33.87164,2.600586,82.2335,"L","147_2016_1",2.385489,"bold",0.228438146321868,"search","Search"
"WAAL147","2016-01-20 12:46:24","F",2016,45.35644,-33.87332,2.600586,85.78848,"L","147_2016_1",2.385489,"bold",0.0266655162756168,"rest","Search"
"WAAL147","2016-01-20 12:46:24","F",2016,45.35644,-33.87332,2.600586,85.78848,"L","147_2016_1",2.385489,"bold",0.0266655162756168,NA,"Search"
"WAAL147","2016-01-20 13:01:24","F",2016,45.35638,-33.87311,2.600586,74.28287,"L","147_2016_1",2.385489,"bold",0.447888367042001,NA,"Search"
"WAAL147","2016-01-20 13:01:24","F",2016,45.35638,-33.87311,2.600586,74.28287,"L","147_2016_1",2.385489,"bold",0.447888367042001,"rest","Search"
"WAAL147","2016-01-20 13:16:24","F",2016,45.35874,-33.87616,2.600586,79.51907,"L","147_2016_1",2.385489,"bold",0.242509057467586,NA,"Search"
"WAAL147","2016-01-20 13:31:24","F",2016,45.35847,-33.87421,2.505819,77.63531,"L","147_2016_1",2.385489,"bold",0.07172500100037,"rest","Search"
"WAAL147","2016-01-20 13:46:24","F",2016,45.35844,-33.87363,2.505819,44.8541,"L","147_2016_1",2.385489,"bold",0.172550620444824,NA,"Search"
"WAAL147","2016-01-20 14:01:24","F",2016,45.35928,-33.87242,2.505819,168.5695,"L","147_2016_1",2.385489,"bold",0.174741939348943,"rest","Search"
"WAAL147","2016-01-20 14:16:24","F",2016,45.35758,-33.87251,2.505819,135.8103,"L","147_2016_1",2.385489,"bold",0.24820371323053,NA,"Search"
"WAAL147","2016-01-20 14:31:24","F",2016,45.35635,-33.87424,2.308639,171.8737,"L","147_2016_1",2.385489,"bold",0.201678614480701,"rest","Search"
"WAAL147","2016-01-20 14:46:24","F",2016,45.35461,-33.875,2.308639,88.33373,"L","147_2016_1",2.385489,"bold",0.164348576287728,NA,"Search"
"WAAL147","2016-01-20 15:01:24","F",2016,45.35519,-33.87624,2.308639,46.92874,"L","147_2016_1",2.385489,"bold",0.380696165641186,"rest","Search"
"WAAL147","2016-01-20 15:16:24","F",2016,45.35849,-33.87765,2.308639,56.41184,"L","147_2016_1",2.385489,"bold",0.465407030606759,"rest","Rest"
"WAAL147","2016-01-20 15:31:24","F",2016,45.36212,-33.87991,1.954661,64.861,"L","147_2016_1",2.385489,"bold",0.210766519614035,"rest","Rest"
"WAAL147","2016-01-20 15:46:24","F",2016,45.36373,-33.88097,1.954661,0.4919678,"L","147_2016_1",2.385489,"bold",10.761221414403,"travel","Search"
"WAAL147","2016-01-20 15:46:24","F",2016,45.36373,-33.88097,1.954661,0.4919678,"L","147_2016_1",2.385489,"bold",10.761221414403,"search","Search"
"WAAL147","2016-01-20 16:01:24","F",2016,45.45783,-33.84249,1.945618,24.4874,"L","147_2016_1",2.385489,"bold",13.122863151398,"travel","Search"
"WAAL147","2016-01-20 16:01:24","F",2016,45.45783,-33.84249,1.945618,24.4874,"L","147_2016_1",2.385489,"bold",13.122863151398,"search","Search"
"WAAL147","2016-01-20 16:16:24","F",2016,45.58536,-33.85043,1.945618,16.71254,"L","147_2016_1",2.385489,"bold",0.523185641673835,"search","Search"
"WAAL147","2016-01-20 16:16:24","F",2016,45.58536,-33.85043,1.945618,16.71254,"L","147_2016_1",2.385489,"bold",0.523185641673835,"search","Search"
"WAAL147","2016-01-20 16:31:24","F",2016,45.59045,-33.85018,1.445124,61.71685,"L","147_2016_1",2.385489,"bold",5.96780461961901,"search","Search"
"WAAL147","2016-01-20 16:46:24","F",2016,45.59785,-33.80227,0.9770465,37.38905,"D","147_2016_1",2.385489,"bold",0.491674236193929,"search","Search"
"WAAL147","2016-01-20 17:01:24","F",2016,45.60242,-33.80346,0.9770465,90.74016,"D","147_2016_1",2.385489,"bold",3.55319012405846,NA,"Search"
"WAAL147","2016-01-20 17:16:24","F",2016,45.59018,-33.77656,0.9770465,88.58891,"D","147_2016_1",2.385489,"bold",3.14847295265829,"search","Search"
"WAAL147","2016-01-20 17:31:24","F",2016,45.58043,-33.7524,0.5343399,82.071,"D","147_2016_1",2.385489,"bold",0.277834352909427,"search","Search"
"WAAL147","2016-01-20 17:46:24","F",2016,45.58093,-33.75019,0.5343399,109.1437,"D","147_2016_1",2.385489,"bold",6.87772606185857,NA,"Search"
"WAAL147","2016-01-20 18:01:24","F",2016,45.56231,-33.69672,0.5343399,118.2978,"D","147_2016_1",2.385489,"bold",0.360780549648865,"rest","Rest"
"WAAL147","2016-01-20 18:16:24","F",2016,45.56081,-33.69408,0.5343399,78.37087,"D","147_2016_1",2.385489,"bold",0.247495285629646,NA,"Search"
"WAAL147","2016-01-20 18:31:24","F",2016,45.56141,-33.69214,0.6870547,171.7189,"D","147_2016_1",2.385489,"bold",2.12087877585666,NA,"Search"
"WAAL147","2016-01-20 18:46:24","F",2016,45.55838,-33.67516,0.6870547,178.533,"D","147_2016_1",2.385489,"bold",7.31568995653448,"search","Search"
"WAAL147","2016-01-20 19:01:24","F",2016,45.5362,-33.6189,0.6870547,69.79733,"D","147_2016_1",2.385489,"bold",0.0649232969440911,"search","Search"
"WAAL147","2016-01-20 19:16:24","F",2016,45.53683,-33.61893,0.6870547,118.1357,"D","147_2016_1",2.385489,"bold",5.48358883980853,"search","Search"
"WAAL147","2016-01-21 18:31:24","F",2016,44.66649,-33.87747,2.188163,142.0136,"D","147_2016_1",2.385489,"bold",0.071047449676574,NA,"Search"
"WAAL147","2016-01-21 18:46:24","F",2016,44.66617,-33.87696,2.188163,75.45342,"D","147_2016_1",2.385489,"bold",0.219075538417479,"rest","Search"
"WAAL147","2016-01-21 19:01:24","F",2016,44.66404,-33.87709,2.188163,80.13813,"D","147_2016_1",2.385489,"bold",0.354930631345332,"rest","Rest"
"WAAL147","2016-01-21 19:16:24","F",2016,44.66058,-33.87706,2.188163,75.25336,"D","147_2016_1",2.385489,"bold",0.330287692073585,"rest","Rest"
"WAAL147","2016-01-21 19:31:24","F",2016,44.65737,-33.87727,2.241603,84.22713,"D","147_2016_1",2.385489,"bold",0.342681502142039,"rest","Rest"
"WAAL147","2016-01-21 19:46:24","F",2016,44.65403,-33.87733,2.241603,68.9968,"D","147_2016_1",2.385489,"bold",0.381991075513494,NA,"Rest"
"WAAL147","2016-01-21 20:01:24","F",2016,44.65046,-33.87821,2.241603,49.60528,"D","147_2016_1",2.385489,"bold",0.363796362917867,"rest","Rest"
"WAAL147","2016-01-21 20:16:24","F",2016,44.64759,-33.87994,2.241603,36.25859,"D","147_2016_1",2.385489,"bold",0.311339756250937,"rest","Rest"
"WAAL147","2016-01-21 20:31:24","F",2016,44.64561,-33.88185,2.589169,74.57622,"D","147_2016_1",2.385489,"bold",0.148703049821641,"rest","Search"
"WAAL147","2016-01-21 20:46:24","F",2016,44.6442,-33.88213,2.589169,110.7996,"D","147_2016_1",2.385489,"bold",0.238256971972999,"rest","Search"
"WAAL147","2016-01-21 21:01:24","F",2016,44.64206,-33.88138,2.589169,115.9717,"D","147_2016_1",2.385489,"bold",0.250400087489088,"rest","Rest"
"WAAL147","2016-01-21 21:16:24","F",2016,44.63991,-33.88042,2.589169,139.1039,"D","147_2016_1",2.385489,"bold",0.286756468405432,NA,"Rest"
"WAAL147","2016-01-21 21:31:24","F",2016,44.63816,-33.87861,2.971123,103.5987,"D","147_2016_1",2.385489,"bold",0.36329905429047,"rest","Rest"
"WAAL147","2016-01-21 21:46:24","F",2016,44.63472,-33.87791,2.971123,74.66724,"D","147_2016_1",2.385489,"bold",0.45837414409777,"rest","Rest"
"WAAL147","2016-01-21 22:01:24","F",2016,44.63041,-33.87889,2.971123,96.46393,"D","147_2016_1",2.385489,"bold",0.38197767096204,"rest","Rest"
"WAAL147","2016-01-22 09:46:24","F",2016,44.45966,-34.11257,1.937827,67.90672,"L","147_2016_1",2.385489,"bold",0.232106406892069,"rest","Search"
"WAAL147","2016-01-22 10:01:24","F",2016,44.45746,-34.11303,1.937827,26.25802,"L","147_2016_1",2.385489,"bold",0.223425246592924,NA,"Search"
"WAAL147","2016-01-22 10:16:24","F",2016,44.45624,-34.11453,1.937827,32.41347,"L","147_2016_1",2.385489,"bold",0.178410433932954,"rest","Rest"
"WAAL147","2016-01-22 10:31:24","F",2016,44.45511,-34.11563,1.714049,45.65244,"L","147_2016_1",2.385489,"bold",0.190859721549463,"rest","Rest"
"WAAL147","2016-01-22 10:46:24","F",2016,44.45395,-34.11684,1.714049,44.27903,"L","147_2016_1",2.385489,"bold",0.331809361593637,"rest","Rest"
"WAAL147","2016-01-22 11:01:24","F",2016,44.45199,-34.11898,1.714049,29.18076,"L","147_2016_1",2.385489,"bold",0.228459613873767,"rest","Rest"
"WAAL147","2016-01-22 11:16:24","F",2016,44.45114,-34.12069,1.714049,16.56722,"L","147_2016_1",2.385489,"bold",0.209238443374749,NA,"Rest"
"WAAL147","2016-01-22 11:31:24","F",2016,44.4508,-34.12236,1.654726,33.99068,"L","147_2016_1",2.385489,"bold",0.268084136981998,NA,"Rest"
"WAAL147","2016-01-22 11:46:24","F",2016,44.4503,-34.12449,1.654726,19.46238,"L","147_2016_1",2.385489,"bold",0.117590569518976,"rest","Rest"
"WAAL147","2016-01-22 12:01:24","F",2016,44.45037,-34.12544,1.654726,27.0807,"L","147_2016_1",2.385489,"bold",0.161008424920586,"rest","Rest"
"WAAL147","2016-01-22 12:16:24","F",2016,44.45026,-34.12674,1.654726,25.9664,"L","147_2016_1",2.385489,"bold",0.179383693426887,"rest","Rest"
"WAAL147","2016-01-22 12:31:24","F",2016,44.45017,-34.12819,1.734761,24.42044,"L","147_2016_1",2.385489,"bold",0.20855452169071,"rest","Rest"
"WAAL147","2016-01-22 12:46:24","F",2016,44.45054,-34.12985,2.84861,11.94611,"L","147_2016_1",2.385489,"bold",0.183278071132158,NA,"Rest"
"WAAL147","2016-01-22 13:01:24","F",2016,44.45161,-34.13104,2.84861,30.93796,"L","147_2016_1",2.385489,"bold",0.147860360099403,NA,"Rest"
"WAAL147","2016-01-22 13:16:24","F",2016,44.45205,-34.13218,2.84861,23.20804,"L","147_2016_1",2.385489,"bold",0.209360799612035,"rest","Rest"
"WAAL147","2016-01-23 06:46:24","F",2016,45.00674,-40.43905,7.796352,97.1782,"L","147_2016_1",2.385489,"bold",11.8350929289129,"rest","Travel"
"WAAL147","2016-01-23 07:01:24","F",2016,45.09417,-40.50799,8.027491,98.62048,"L","147_2016_1",2.385489,"bold",4.52859896244275,"rest","Travel"
"WAAL147","2016-01-23 07:16:24","F",2016,45.12655,-40.53515,8.027491,91.32233,"L","147_2016_1",2.385489,"bold",12.6469826697364,"rest","Travel"
"WAAL147","2016-01-23 07:31:24","F",2016,45.22904,-40.60161,7.195473,95.70066,"L","147_2016_1",2.385489,"bold",13.7198083827402,"travel","Travel"
"WAAL147","2016-01-23 07:46:24","F",2016,45.3321,-40.68045,7.195473,87.56058,"L","147_2016_1",2.385489,"bold",13.3920048192036,"travel","Travel"
"WAAL147","2016-01-23 08:01:24","F",2016,45.44618,-40.74581,7.736601,75.57501,"L","147_2016_1",2.385489,"bold",15.0347174072804,"travel","Travel"
"WAAL147","2016-01-23 08:16:24","F",2016,45.58554,-40.8064,7.736601,80.87448,"L","147_2016_1",2.385489,"bold",16.144616101394,"travel","Travel"
"WAAL147","2016-01-23 08:31:24","F",2016,45.72674,-40.88167,7.31333,81.59708,"L","147_2016_1",2.385489,"bold",15.2428368766858,"travel","Travel"
"WAAL147","2016-01-23 08:46:24","F",2016,45.85645,-40.9566,7.31333,80.21234,"L","147_2016_1",2.385489,"bold",15.6301697984849,"travel","Travel"
"WAAL147","2016-01-23 09:01:24","F",2016,45.99204,-41.03097,7.901852,78.99691,"L","147_2016_1",2.385489,"bold",13.2135166449266,"travel","Travel"
"WAAL147","2016-01-23 09:16:24","F",2016,46.10043,-41.09996,7.901852,78.82723,"L","147_2016_1",2.385489,"bold",13.6687642539252,"travel","Travel"
"WAAL147","2016-01-23 09:31:24","F",2016,46.21295,-41.17108,8.104999,78.64616,"L","147_2016_1",2.385489,"bold",14.005280996535,"travel","Travel"
"WAAL147","2016-01-23 09:46:24","F",2016,46.33311,-41.23947,8.314275,79.04848,"L","147_2016_1",2.385489,"bold",15.7177047046682,"travel","Travel"
"WAAL147","2016-01-23 10:01:24","F",2016,46.46905,-41.31528,8.555552,77.92429,"L","147_2016_1",2.385489,"bold",14.6418336031145,"travel","Travel"
"WAAL147","2016-01-23 10:16:24","F",2016,46.5893,-41.39207,8.555552,85.66482,"L","147_2016_1",2.385489,"bold",14.6574175927623,"travel","Travel"
"WAAL150","2018-02-04 12:12:09","F",2018,48.94578,-45.30159,8.146367,146.5653,"L","150_2018_1",2.376381,"bold",8.96668228246042,"travel","Travel"
"WAAL150","2018-02-04 12:27:09","F",2018,48.84365,-45.2913,8.146367,146.6449,"L","150_2018_1",2.376381,"bold",8.96660283342044,"travel","Travel"
"WAAL150","2018-02-04 12:42:09","F",2018,48.74156,-45.28091,8.213805,146.9234,"L","150_2018_1",2.376381,"bold",8.96619634825362,"travel","Travel"
"WAAL150","2018-02-04 12:57:09","F",2018,48.63951,-45.27044,8.213805,150.4393,"L","150_2018_1",2.376381,"bold",8.39042191809881,"travel","Travel"
"WAAL150","2018-02-04 13:12:09","F",2018,48.54507,-45.25653,8.123607,154.2575,"L","150_2018_1",2.376381,"bold",7.461361338167,"travel","Travel"
"WAAL150","2018-02-04 13:27:09","F",2018,48.46349,-45.23787,8.235453,154.8725,"L","150_2018_1",2.376381,"bold",7.46173824218768,"travel","Travel"
"WAAL150","2018-02-04 13:42:09","F",2018,48.38196,-45.21915,8.235453,154.9243,"L","150_2018_1",2.376381,"bold",7.46091472892002,"travel","Travel"
"WAAL150","2018-02-04 13:57:09","F",2018,48.30049,-45.20038,8.235453,151.6751,"L","150_2018_1",2.376381,"bold",7.53412412195849,"travel","Travel"
"WAAL150","2018-02-04 14:12:09","F",2018,48.21685,-45.18475,8.454464,140.3419,"L","150_2018_1",2.376381,"bold",7.87738185177176,"travel","Travel"
"WAAL150","2018-02-04 14:27:09","F",2018,48.12702,-45.17727,8.454464,141.742,"L","150_2018_1",2.376381,"bold",8.43355603801146,"travel","Travel"
"WAAL150","2018-02-04 14:42:09","F",2018,48.03117,-45.1676,8.454464,138.6014,"L","150_2018_1",2.376381,"bold",9.06533758264464,"travel","Travel"
"WAAL150","2018-02-04 14:57:09","F",2018,47.9275,-45.16121,8.549333,127.8689,"L","150_2018_1",2.376381,"bold",10.7362897033417,"search","Travel"
"WAAL150","2018-02-04 15:12:09","F",2018,47.80491,-45.17019,8.481388,122.8554,"L","150_2018_1",2.376381,"bold",10.73718651347,"travel","Travel"
"WAAL150","2018-02-04 15:27:09","F",2018,47.68227,-45.17903,8.538897,122.8895,"L","150_2018_1",2.376381,"bold",10.7365262320267,"travel","Travel"
"WAAL150","2018-02-04 15:42:09","F",2018,47.5596,-45.18774,8.538897,143.5162,"L","150_2018_1",2.376381,"bold",8.36790092428862,"search","Travel"
"WAAL150","2018-02-05 02:42:09","F",2018,44.13496,-45.89477,6.980156,166.1855,"L","150_2018_1",2.376381,"bold",5.41746575611482,"travel","Search"
"WAAL150","2018-02-05 02:57:09","F",2018,44.07198,-45.89596,6.980156,96.89547,"L","150_2018_1",2.376381,"bold",9.74805236595732,"search","Search"
"WAAL150","2018-02-05 03:12:09","F",2018,44.02917,-45.82291,6.732972,94.85234,"L","150_2018_1",2.376381,"bold",9.74711881798123,"travel","Travel"
"WAAL150","2018-02-05 03:27:09","F",2018,43.98648,-45.74985,6.492503,93.43017,"L","150_2018_1",2.376381,"bold",9.74879040616586,"travel","Travel"
"WAAL150","2018-02-05 03:42:09","F",2018,43.9439,-45.67676,6.492503,84.11251,"L","150_2018_1",2.376381,"bold",11.3454460316528,"rest","Travel"
