Ring,TripID,Sex,Year,DateTime,Longitude,Latitude,STATE
27,201204.1,F,2012,23/02/2012 18:44,1449857.469,-269295.6451,3
27,201204.1,F,2012,23/02/2012 18:59,1449922.379,-269512.0605,3
27,201204.1,F,2012,23/02/2012 19:14,1450003.294,-269731.2568,3
27,201204.1,F,2012,23/02/2012 19:29,1450095.016,-269928.2862,3
27,201204.1,F,2012,23/02/2012 19:44,1450177.338,-270089.5474,3
27,201204.1,F,2012,23/02/2012 19:59,1450267.801,-270219.4656,3
27,201204.1,F,2012,23/02/2012 20:14,1450359.395,-270332.9918,3
27,201204.1,F,2012,23/02/2012 20:29,1450466.079,-270452.2685,3
27,201204.1,F,2012,23/02/2012 20:44,1450595.905,-270531.0084,3
27,201204.1,F,2012,23/02/2012 20:59,1450715.411,-270588.3154,3
27,201204.1,F,2012,23/02/2012 21:14,1450848.635,-270592.604,3
27,201204.1,F,2012,23/02/2012 21:29,1450969.538,-270535.9086,3
27,201204.1,F,2012,23/02/2012 21:44,1451061.012,-270473.4541,3
27,201204.1,F,2012,23/02/2012 21:59,1451145.084,-270382.1895,3
27,201204.1,F,2012,23/02/2012 22:14,1451169.544,-270308.118,3
27,201204.1,F,2012,23/02/2012 22:29,1451171.373,-270245.9939,3
27,201204.1,F,2012,23/02/2012 22:44,1451160.278,-270150.8989,3
27,201204.1,F,2012,23/02/2012 22:59,1451145.332,-270073.8293,3
27,201204.1,F,2012,23/02/2012 23:14,1451133.008,-270039.5926,3
27,201204.1,F,2012,23/02/2012 23:29,1451092.138,-270023.6969,2
27,201204.1,F,2012,23/02/2012 23:44,1453266.327,-270659.1043,2
27,201204.1,F,2012,23/02/2012 23:59,1459616.626,-274932.4364,2
27,201204.1,F,2012,24/02/2012 00:14,1464378.76,-278244.5468,2
27,201204.1,F,2012,24/02/2012 00:29,1468485.941,-283830.1908,1
27,201204.1,F,2012,24/02/2012 00:44,1476359.972,-289933.8888,1
27,201204.1,F,2012,24/02/2012 00:59,1486332.499,-298032.0205,1
27,201204.1,F,2012,24/02/2012 01:14,1496215.632,-304679.808,1
27,201204.1,F,2012,24/02/2012 01:29,1506435.324,-309227.1307,1
27,201204.1,F,2012,24/02/2012 01:44,1515581.912,-316145.7042,1
27,201204.1,F,2012,24/02/2012 01:59,1519785.613,-326934.0466,1
27,201204.1,F,2012,24/02/2012 02:14,1522224.812,-338640.5529,1
27,201204.1,F,2012,24/02/2012 02:29,1524209.73,-350212.7742,1
27,201204.1,F,2012,24/02/2012 02:44,1524387.159,-360211.5036,2
27,201204.1,F,2012,24/02/2012 02:59,1520643.375,-366408.919,2
27,201204.1,F,2012,24/02/2012 03:14,1511020.16,-368112.8427,1
27,201204.1,F,2012,24/02/2012 03:29,1502107.903,-368300.567,2
27,201204.1,F,2012,24/02/2012 03:44,1497019.177,-367413.6959,2
27,201204.1,F,2012,24/02/2012 03:59,1496018.552,-367558.522,2
27,201204.1,F,2012,24/02/2012 04:14,1496052.813,-367777.989,2
27,201204.1,F,2012,24/02/2012 04:29,1494919.523,-367578.8538,2
27,201204.1,F,2012,24/02/2012 04:44,1490676.782,-365474.2628,1
27,201204.1,F,2012,24/02/2012 04:59,1484467.535,-362518.7098,1
27,201204.1,F,2012,24/02/2012 05:14,1481003.513,-361721.2926,3
27,201204.1,F,2012,24/02/2012 05:29,1480988.034,-361855.2157,3
27,201204.1,F,2012,24/02/2012 05:44,1481011.534,-361995.2225,3
27,201204.1,F,2012,24/02/2012 05:59,1481070.415,-362140.901,3
27,201204.1,F,2012,24/02/2012 06:14,1481141.51,-362327.62,3
27,201204.1,F,2012,24/02/2012 06:29,1481171.684,-362604.2158,3
27,201204.1,F,2012,24/02/2012 06:44,1481216.692,-362841.0436,3
27,201204.1,F,2012,24/02/2012 06:59,1481421.384,-362871.997,3
27,201204.1,F,2012,24/02/2012 07:14,1481207.784,-362966.3229,1
27,201204.1,F,2012,24/02/2012 07:29,1474532.57,-362021.0977,1
27,201204.1,F,2012,24/02/2012 07:44,1463196.306,-360232.3731,1
27,201204.1,F,2012,24/02/2012 07:59,1453283.768,-356319.6152,1
27,201204.1,F,2012,24/02/2012 08:14,1450605.554,-351677.4797,1
27,201204.1,F,2012,24/02/2012 08:29,1448144.466,-346438.1092,1
27,201204.1,F,2012,24/02/2012 08:44,1444550.16,-339407.0774,1
27,201204.1,F,2012,24/02/2012 08:59,1438016.288,-333036.706,2
27,201204.1,F,2012,24/02/2012 09:14,1435085.785,-330476.7491,1
27,201204.1,F,2012,24/02/2012 09:29,1432435.34,-326306.685,1
27,201204.1,F,2012,24/02/2012 09:44,1427845.01,-320489.5593,1
